"Row_ID";"Order_ID";"Ship_Date";"Ship_Mode";"Customer_ID";"Customer_Name";"Segment";"Country";"City";"State";"Postal_Code";"Region";"Product_ID";"Category";"Sub_Category";"Product_Name";"Sales";"Quantity";"Discount";"Profit";"Order_Date"
85;"US-2017-119662";"11/16/2017";"First Class";"CS-12400";"Christopher Schild";"Home Office";"United States";"Chicago";"Illinois";60623;"Central";"OFF-ST-10003656";"Office Supplies";"Storage";"Safco Industrial Wire Shelving";230.376;3;0.2;-48.9549;"2017-11-13"
86;"CA-2017-140088";"5/30/2017";"Second Class";"PO-18865";"Patrick O'Donnell";"Consumer";"United States";"Columbia";"South Carolina";29203;"South";"FUR-CH-10000863";"Furniture";"Chairs";"Novimex Swivel Fabric Task Chair";301.96;2;0.0;33.2156;"2017-05-28"
88;"CA-2017-155558";"11/2/2017";"Standard Class";"PG-18895";"Paul Gonzalez";"Consumer";"United States";"Rochester";"Minnesota";55901;"Central";"OFF-LA-10000134";"Office Supplies";"Labels";"Avery 511";6.16;2;0.0;2.9568;"2017-10-26"
89;"CA-2016-159695";"4/10/2016";"Second Class";"GM-14455";"Gary Mitchum";"Home Office";"United States";"Houston";"Texas";77095;"Central";"OFF-ST-10003442";"Office Supplies";"Storage";"Eldon Portable Mobile Manager";158.368;7;0.2;13.8572;"2016-04-05"
90;"CA-2016-109806";"9/22/2016";"Standard Class";"JS-15685";"Jim Sink";"Corporate";"United States";"Los Angeles";"California";90036;"West";"OFF-AR-10004930";"Office Supplies";"Art";"Turquoise Lead Holder with Pocket Clip";20.1;3;0.0;6.633;"2016-09-17"
91;"CA-2016-109806";"9/22/2016";"Standard Class";"JS-15685";"Jim Sink";"Corporate";"United States";"Los Angeles";"California";90036;"West";"TEC-PH-10004093";"Technology";"Phones";"Panasonic Kx-TS550";73.584;2;0.2;8.2782;"2016-09-17"
92;"CA-2016-109806";"9/22/2016";"Standard Class";"JS-15685";"Jim Sink";"Corporate";"United States";"Los Angeles";"California";90036;"West";"OFF-PA-10000304";"Office Supplies";"Paper";"Xerox 1995";6.48;1;0.0;3.1104;"2016-09-17"
93;"CA-2015-149587";"2/5/2015";"Second Class";"KB-16315";"Karl Braun";"Consumer";"United States";"Minneapolis";"Minnesota";55407;"Central";"OFF-PA-10003177";"Office Supplies";"Paper";"Xerox 1999";12.96;2;0.0;6.2208;"2015-01-31"
94;"CA-2015-149587";"2/5/2015";"Second Class";"KB-16315";"Karl Braun";"Consumer";"United States";"Minneapolis";"Minnesota";55407;"Central";"FUR-FU-10003799";"Furniture";"Furnishings";"Seth Thomas 13 1/2"" Wall Clock""";53.34;3;0.0;16.5354;"2015-01-31"
95;"CA-2015-149587";"2/5/2015";"Second Class";"KB-16315";"Karl Braun";"Consumer";"United States";"Minneapolis";"Minnesota";55407;"Central";"OFF-BI-10002852";"Office Supplies";"Binders";"Ibico Standard Transparent Covers";32.96;2;0.0;16.1504;"2015-01-31"
97;"CA-2017-161018";"11/11/2017";"Second Class";"PN-18775";"Parhena Norris";"Home Office";"United States";"New York City";"New York";10009;"East";"FUR-FU-10000629";"Furniture";"Furnishings";"9-3/4 Diameter Round Wall Clock";96.53;7;0.0;40.5426;"2017-11-09"
98;"CA-2017-157833";"6/20/2017";"First Class";"KD-16345";"Katherine Ducich";"Consumer";"United States";"San Francisco";"California";94122;"West";"OFF-BI-10001721";"Office Supplies";"Binders";"Trimflex Flexible Post Binders";51.312;3;0.2;17.9592;"2017-06-17"
99;"CA-2016-149223";"9/11/2016";"Standard Class";"ER-13855";"Elpida Rittenbach";"Corporate";"United States";"Saint Paul";"Minnesota";55106;"Central";"OFF-AP-10000358";"Office Supplies";"Appliances";"Fellowes Basic Home/Office Series Surge Protectors";77.88;6;0.0;22.5852;"2016-09-06"
100;"CA-2016-158568";"9/2/2016";"Standard Class";"RB-19465";"Rick Bensley";"Home Office";"United States";"Chicago";"Illinois";60610;"Central";"OFF-PA-10003256";"Office Supplies";"Paper";"Avery Personal Creations Heavyweight Cards";64.624;7;0.2;22.6184;"2016-08-29"
101;"CA-2016-158568";"9/2/2016";"Standard Class";"RB-19465";"Rick Bensley";"Home Office";"United States";"Chicago";"Illinois";60610;"Central";"TEC-AC-10001767";"Technology";"Accessories";"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card";95.976;3;0.2;-10.7973;"2016-08-29"
102;"CA-2016-158568";"9/2/2016";"Standard Class";"RB-19465";"Rick Bensley";"Home Office";"United States";"Chicago";"Illinois";60610;"Central";"OFF-BI-10002609";"Office Supplies";"Binders";"Avery Hidden Tab Dividers for Binding Systems";1.788;3;0.8;-3.0396;"2016-08-29"
104;"US-2015-156867";"11/17/2015";"Standard Class";"LC-16870";"Lena Cacioppo";"Consumer";"United States";"Aurora";"Colorado";80013;"West";"TEC-AC-10001552";"Technology";"Accessories";"Logitech K350 2.4Ghz Wireless Keyboard";238.896;6;0.2;-26.8758;"2015-11-13"
107;"CA-2017-119004";"11/28/2017";"Standard Class";"JM-15250";"Janet Martin";"Consumer";"United States";"Charlotte";"North Carolina";28205;"South";"TEC-AC-10003499";"Technology";"Accessories";"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive";74.112;8;0.2;17.6016;"2017-11-23"
108;"CA-2017-119004";"11/28/2017";"Standard Class";"JM-15250";"Janet Martin";"Consumer";"United States";"Charlotte";"North Carolina";28205;"South";"TEC-PH-10002844";"Technology";"Phones";"Speck Products Candyshell Flip Case";27.992;1;0.2;2.0994;"2017-11-23"
109;"CA-2017-119004";"11/28/2017";"Standard Class";"JM-15250";"Janet Martin";"Consumer";"United States";"Charlotte";"North Carolina";28205;"South";"OFF-AR-10000390";"Office Supplies";"Art";"Newell Chalk Holder";3.304;1;0.2;1.0738;"2017-11-23"
110;"CA-2015-129476";"10/20/2015";"Standard Class";"PA-19060";"Pete Armstrong";"Home Office";"United States";"Orland Park";"Illinois";60462;"Central";"TEC-AC-10000844";"Technology";"Accessories";"Logitech Gaming G510s - Keyboard";339.96;5;0.2;67.992;"2015-10-15"
111;"CA-2017-146780";"12/30/2017";"Standard Class";"CV-12805";"Cynthia Voltz";"Corporate";"United States";"New York City";"New York";10035;"East";"FUR-FU-10001934";"Furniture";"Furnishings";"Magnifier Swing Arm Lamp";41.96;2;0.0;10.9096;"2017-12-25"
112;"CA-2016-128867";"11/10/2016";"Standard Class";"CL-12565";"Clay Ludtke";"Consumer";"United States";"Urbandale";"Iowa";50322;"Central";"OFF-AR-10000380";"Office Supplies";"Art";"Hunt PowerHouse Electric Pencil Sharpener, Blue";75.96;2;0.0;22.788;"2016-11-03"
113;"CA-2016-128867";"11/10/2016";"Standard Class";"CL-12565";"Clay Ludtke";"Consumer";"United States";"Urbandale";"Iowa";50322;"Central";"OFF-BI-10003981";"Office Supplies";"Binders";"Avery Durable Plastic 1"" Binders""";27.24;6;0.0;13.3476;"2016-11-03"
114;"CA-2014-115259";"8/27/2014";"Second Class";"RC-19960";"Ryan Crowe";"Consumer";"United States";"Columbus";"Ohio";43229;"East";"OFF-FA-10000621";"Office Supplies";"Fasteners";"OIC Colored Binder Clips, Assorted Sizes";40.096;14;0.2;14.5348;"2014-08-25"
115;"CA-2014-115259";"8/27/2014";"Second Class";"RC-19960";"Ryan Crowe";"Consumer";"United States";"Columbus";"Ohio";43229;"East";"OFF-EN-10002600";"Office Supplies";"Envelopes";"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2";4.72;2;0.2;1.652;"2014-08-25"
116;"CA-2014-115259";"8/27/2014";"Second Class";"RC-19960";"Ryan Crowe";"Consumer";"United States";"Columbus";"Ohio";43229;"East";"OFF-PA-10004965";"Office Supplies";"Paper";"Xerox 1921";23.976;3;0.2;7.4925;"2014-08-25"
118;"CA-2015-110457";"3/6/2015";"Standard Class";"DK-13090";"Dave Kipp";"Consumer";"United States";"Seattle";"Washington";98103;"West";"FUR-TA-10001768";"Furniture";"Tables";"Hon Racetrack Conference Tables";787.53;3;0.0;165.3813;"2015-03-02"
119;"US-2015-136476";"4/10/2015";"Standard Class";"GG-14650";"Greg Guthrie";"Corporate";"United States";"Bristol";"Tennessee";37620;"South";"OFF-BI-10003650";"Office Supplies";"Binders";"GBC DocuBind 300 Electric Binding Machine";157.794;1;0.7;-115.7156;"2015-04-05"
120;"CA-2016-103730";"6/15/2016";"First Class";"SC-20725";"Steven Cartwright";"Consumer";"United States";"Wilmington";"Delaware";19805;"East";"FUR-FU-10002157";"Furniture";"Furnishings";"Artistic Insta-Plaque";47.04;3;0.0;18.3456;"2016-06-12"
122;"CA-2016-103730";"6/15/2016";"First Class";"SC-20725";"Steven Cartwright";"Consumer";"United States";"Wilmington";"Delaware";19805;"East";"OFF-ST-10000777";"Office Supplies";"Storage";"Companion Letter/Legal File, Black";226.56;6;0.0;63.4368;"2016-06-12"
123;"CA-2016-103730";"6/15/2016";"First Class";"SC-20725";"Steven Cartwright";"Consumer";"United States";"Wilmington";"Delaware";19805;"East";"OFF-EN-10002500";"Office Supplies";"Envelopes";"Globe Weis Peel & Seel First Class Envelopes";115.02;9;0.0;51.759;"2016-06-12"
125;"US-2014-152030";"12/28/2014";"Second Class";"AD-10180";"Alan Dominguez";"Home Office";"United States";"Houston";"Texas";77041;"Central";"FUR-CH-10004063";"Furniture";"Chairs";"Global Deluxe High-Back Manager's Chair";600.558;3;0.3;-8.5794;"2014-12-26"
126;"US-2014-134614";"9/25/2014";"Standard Class";"PF-19165";"Philip Fox";"Consumer";"United States";"Bloomington";"Illinois";61701;"Central";"FUR-TA-10004534";"Furniture";"Tables";"Bevis 44 x 96 Conference Tables";617.7;6;0.5;-407.682;"2014-09-20"
127;"US-2017-107272";"11/12/2017";"Standard Class";"TS-21610";"Troy Staebel";"Consumer";"United States";"Phoenix";"Arizona";85023;"West";"OFF-BI-10003274";"Office Supplies";"Binders";"Avery Durable Slant Ring Binders, No Labels";2.388;2;0.7;-1.8308;"2017-11-05"
128;"US-2017-107272";"11/12/2017";"Standard Class";"TS-21610";"Troy Staebel";"Consumer";"United States";"Phoenix";"Arizona";85023;"West";"OFF-ST-10002974";"Office Supplies";"Storage";"Trav-L-File Heavy-Duty Shuttle II, Black";243.992;7;0.2;30.499;"2017-11-05"
129;"US-2016-125969";"11/10/2016";"Second Class";"LS-16975";"Lindsay Shagiari";"Home Office";"United States";"Los Angeles";"California";90004;"West";"FUR-CH-10001146";"Furniture";"Chairs";"Global Task Chair, Black";81.424;2;0.2;-9.1602;"2016-11-06"
132;"US-2017-164147";"2/5/2017";"First Class";"DW-13585";"Dorothy Wardle";"Corporate";"United States";"Columbus";"Ohio";43229;"East";"OFF-PA-10002377";"Office Supplies";"Paper";"Xerox 1916";78.304;2;0.2;29.364;"2017-02-02"
133;"US-2017-164147";"2/5/2017";"First Class";"DW-13585";"Dorothy Wardle";"Corporate";"United States";"Columbus";"Ohio";43229;"East";"OFF-FA-10002780";"Office Supplies";"Fasteners";"Staples";21.456;9;0.2;6.9732;"2017-02-02"
134;"CA-2016-145583";"10/19/2016";"Standard Class";"LC-16885";"Lena Creighton";"Consumer";"United States";"Roseville";"California";95661;"West";"OFF-PA-10001804";"Office Supplies";"Paper";"Xerox 195";20.04;3;0.0;9.6192;"2016-10-13"
135;"CA-2016-145583";"10/19/2016";"Standard Class";"LC-16885";"Lena Creighton";"Consumer";"United States";"Roseville";"California";95661;"West";"OFF-PA-10001736";"Office Supplies";"Paper";"Xerox 1880";35.44;1;0.0;16.6568;"2016-10-13"
136;"CA-2016-145583";"10/19/2016";"Standard Class";"LC-16885";"Lena Creighton";"Consumer";"United States";"Roseville";"California";95661;"West";"OFF-AR-10001149";"Office Supplies";"Art";"Sanford Colorific Colored Pencils, 12/Box";11.52;4;0.0;3.456;"2016-10-13"
137;"CA-2016-145583";"10/19/2016";"Standard Class";"LC-16885";"Lena Creighton";"Consumer";"United States";"Roseville";"California";95661;"West";"OFF-FA-10002988";"Office Supplies";"Fasteners";"Ideal Clamps";4.02;2;0.0;1.9698;"2016-10-13"
138;"CA-2016-145583";"10/19/2016";"Standard Class";"LC-16885";"Lena Creighton";"Consumer";"United States";"Roseville";"California";95661;"West";"OFF-BI-10004781";"Office Supplies";"Binders";"GBC Wire Binding Strips";76.176;3;0.2;26.6616;"2016-10-13"
139;"CA-2016-145583";"10/19/2016";"Standard Class";"LC-16885";"Lena Creighton";"Consumer";"United States";"Roseville";"California";95661;"West";"OFF-SU-10001218";"Office Supplies";"Supplies";"Fiskars Softgrip Scissors";65.88;6;0.0;18.4464;"2016-10-13"
140;"CA-2016-145583";"10/19/2016";"Standard Class";"LC-16885";"Lena Creighton";"Consumer";"United States";"Roseville";"California";95661;"West";"FUR-FU-10001706";"Furniture";"Furnishings";"Longer-Life Soft White Bulbs";43.12;14;0.0;20.6976;"2016-10-13"
142;"CA-2017-106180";"9/23/2017";"Standard Class";"SH-19975";"Sally Hughsby";"Corporate";"United States";"San Francisco";"California";94122;"West";"OFF-AR-10000940";"Office Supplies";"Art";"Newell 343";8.82;3;0.0;2.3814;"2017-09-18"
143;"CA-2017-106180";"9/23/2017";"Standard Class";"SH-19975";"Sally Hughsby";"Corporate";"United States";"San Francisco";"California";94122;"West";"OFF-EN-10004030";"Office Supplies";"Envelopes";"Convenience Packs of Business Envelopes";10.86;3;0.0;5.1042;"2017-09-18"
144;"CA-2017-106180";"9/23/2017";"Standard Class";"SH-19975";"Sally Hughsby";"Corporate";"United States";"San Francisco";"California";94122;"West";"OFF-PA-10004327";"Office Supplies";"Paper";"Xerox 1911";143.7;3;0.0;68.976;"2017-09-18"
